,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
61,Seven Pounds,2008,Drama,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,463,29.712,7.6,5763,Drama 2008 An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
62,Alvin and the Chipmunks,2007,Animation Comedy Family Fantasy,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",1939,67.801,5.8,3680,"Animation Comedy Family Fantasy 2007 A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore."
63,Daddy Day Camp,2007,Comedy Family,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",1992,12.89,4.8,362,"Comedy Family 2007 Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp."
64,Slow West,2015,Drama Western Action Thriller,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",2308,12.688,6.7,811,"Drama Western Action Thriller 2015 In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated."
65,10 Days in a Madhouse,2015,Drama,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",1684,4.5,4.3,13,"Drama 2015 Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder."
66,#FollowFriday,2016,TV Movie Thriller,Students and Faculty on a college campus are targeted by a killer using social media.,1426,3.196,3.8,9,TV Movie Thriller 2016 Students and Faculty on a college campus are targeted by a killer using social media.
67,A Cure for Wellness,2017,Mystery Horror Science Fiction Thriller,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",2040,32.719,6.3,3232,"Mystery Horror Science Fiction Thriller 2017 An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem."
68,Brimstone,2016,Drama Mystery Western Thriller,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",2692,22.01,7.1,851,"Drama Mystery Western Thriller 2016 In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit."
69,Snowden,2016,Crime Drama History Thriller,CIA employee Edward Snowden leaks thousands of classified documents to the press.,910,31.778,7.1,3704,Crime Drama History Thriller 2016 CIA employee Edward Snowden leaks thousands of classified documents to the press.
70,Drive Angry,2011,Crime Action Fantasy Thriller,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",3223,49.537,5.5,1492,"Crime Action Fantasy Thriller 2011 Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
71,Monster Trucks,2016,Comedy Action Science Fiction,"Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.",2152,42.133,6.1,690,"Comedy Action Science Fiction 2016 Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family."
72,Puss in Boots,2011,Animation Comedy Family Adventure,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",1166,63.766,6.4,2554,"Animation Comedy Family Adventure 2011 Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots."
73,The Neighbor,2016,Crime Mystery Horror Thriller,"In the town of Cutter, most people keep to themselves. But when John comes home to find his girlfriend missing, he sneaks into his neighbor's house, finding his girlfriend and several other kidnapped people tied up in the basement. When the neighbor come home, John is forced to get out of the house alive and lead the group to safety.",1786,9.151,5.8,152,"Crime Mystery Horror Thriller 2016 In the town of Cutter, most people keep to themselves. But when John comes home to find his girlfriend missing, he sneaks into his neighbor's house, finding his girlfriend and several other kidnapped people tied up in the basement. When the neighbor come home, John is forced to get out of the house alive and lead the group to safety."
